,AllWaitMean,AllQueueMean,AllQueueNum,AllServerMean
0,1.9560224789921292,1.956887653031288,4,0.6659435373350266
1,1.9863414231059744,1.9804438026250137,0,0.6643308498759912
2,2.037586905163438,2.033351725151431,3,0.6708061504293646
3,1.9940822570327366,1.9949480736589251,0,0.6644905088559423
4,1.9082965462414272,1.9010357563886469,0,0.6627696350234736
5,1.9760116627658297,1.9748905345641383,1,0.6636673451697814
6,1.9593849285658882,1.964520376119894,2,0.6628663996036844
7,2.0198203343054573,2.0362390003030932,10,0.6743517184361528
8,2.00613177288435,2.0182003938528275,1,0.6697876438454355
9,2.0818018472888324,2.090518999208083,8,0.673519300240561
10,2.005130847956962,1.9992015401197534,5,0.6656709879368521
11,2.0297720271027124,2.01215897835684,0,0.6636635760555274
12,1.9622484139785126,1.9583239171505555,0,0.6658994876330321
13,1.911351655688101,1.903457518501889,4,0.66230472205393
14,2.067352502733411,2.069087425989054,1,0.6714166375024113
15,1.999200354085739,1.9965614096183213,0,0.6664786560821278
16,2.0156134612629,2.013378651841071,0,0.6629133600363267
17,1.9703907496417696,1.970430157456749,0,0.6651937658080153
18,2.0305930892270365,2.045217766834761,1,0.6711267401182951
19,1.97645135453231,1.9762141803697486,0,0.6678548887978021
20,2.0857887396849284,2.096050594360712,0,0.6667701705422316
21,1.9867764903462057,1.9887709713191672,4,0.668030344312895
22,1.9818280598181754,1.9897942849073844,1,0.6702260434899949
23,2.093070478910981,2.0978008181933303,0,0.6699435809467237
24,2.0363396335683523,2.0325013171817212,1,0.6706812518654377
25,2.0316596894485164,2.030990908714766,0,0.6713182131475798
26,1.9710864948798514,1.9572494676857988,0,0.6627671084721811
27,1.9902089066664432,1.9766968315010396,0,0.6662451464201461
28,1.9489127228604954,1.9483872548312977,0,0.6633503466707138
29,2.0203852118676595,2.0143657002708846,0,0.6611183309100268
