,NumReps,MeanWait,StdWait,CI_Lower,CI_Upper
0,5,2.020698247766883,0.03878034811744294,1.9867057738908531,2.0546907216429124
1,30,2.0013213680202377,0.0460224951331395,1.9848524296453376,2.017790306395138
2,100,1.9978831517104934,0.045008594616888165,1.9890614671655833,2.0067048362554036
