Customer,E_Wi,SD_Wi
1,0.3111332695753754,0.34957562623331906
2,0.3718134340250448,0.3590722509151591
3,0.3862945976405405,0.3744603891218327
4,0.3646788467815666,0.43138059993667516
5,0.42777974136227725,0.40204611045883093
6,0.40249932316905634,0.3718660573374236
7,0.413407745190792,0.38153586922264815
8,0.4035010051409249,0.43649495299642266
9,0.46124808041207166,0.4362388270982474
10,0.42702169782672195,0.4623876329433322
11,0.4076191942777526,0.47996983454805725
12,0.4702500913728699,0.5139710817162968
13,0.5394183480640445,0.5000595005804308
14,0.4000692621297901,0.3627966585597273
15,0.44491012190681234,0.4434202340788228
16,0.416813253631739,0.43353467365464443
17,0.44722423175021686,0.4154735804202038
18,0.4465328385456456,0.42618124823251363
19,0.4174828907045874,0.4534605653079931
20,0.43198564514846766,0.43095493126367124
21,0.4360540185944888,0.44816328180838344
22,0.41069093423226904,0.40166647093128705
23,0.44778975802258336,0.4750243678300366
24,0.47357796318146683,0.49112577358144155
25,0.43488219480562296,0.4654983626248918
26,0.44110955869006047,0.4867964989738108
27,0.38336482169223424,0.4410945409714633
28,0.4070777153008337,0.45127025517204206
29,0.4750586917478923,0.5064171600853404
30,0.5007035215009781,0.5479424899722265
31,0.5132966527731359,0.4884200873149307
32,0.4932114262065004,0.4801925974095159
33,0.4092864824879894,0.39990059606142164
34,0.4384471263327442,0.45199788298679194
35,0.37135528018285285,0.3668096639726479
36,0.35771873621114475,0.3144823594536127
37,0.41357688715827606,0.379077287227223
38,0.3571193582822065,0.35892920192418454
39,0.38992040037575504,0.36339922149230186
40,0.38106587511266815,0.3350932060987964
41,0.3826427277126825,0.3285861720393684
42,0.37807646348481955,0.4048408895887744
43,0.38896378588218056,0.40282753311056113
44,0.4125379403896825,0.34579893979649046
45,0.4124545140580762,0.3299090513970856
46,0.4205746043396498,0.4302851959167698
47,0.36703766775939317,0.35019430302153326
48,0.4065124435261735,0.33093597428157095
49,0.46040409503031454,0.41420726488743
50,0.43111522135365027,0.3928782027526062
51,0.4472468866328094,0.377678241662842
52,0.43059003415142166,0.41866475296398015
53,0.4340377612074759,0.4115608039061061
54,0.4571106247418447,0.41608355012184706
55,0.43197143357093587,0.3897177189111762
56,0.4319159673780599,0.4222605351802251
57,0.4138521522569942,0.3731715067500153
58,0.3058441079272826,0.33360954504758555
59,0.34516232643342737,0.3210196007723207
60,0.4471531335571259,0.43200454496185314
61,0.4702848519392478,0.4616112787802401
62,0.45178207605068016,0.4043287824127973
63,0.4186700122795283,0.44030097682438
64,0.41830986471516446,0.4201226936813612
65,0.38351612088825376,0.41835887115773396
66,0.40327931380801035,0.4327274836618727
67,0.3896305843451354,0.36626500706318676
68,0.4124582054522767,0.3704669200960703
69,0.40988952051619765,0.4335351724996244
70,0.418441114029369,0.4232260617273408
71,0.3990109496566507,0.34706767204734074
72,0.3844325259132513,0.4239326052727159
73,0.35992617057248005,0.3947347629413216
74,0.38941447491562947,0.4051062694240378
75,0.41314608163411803,0.4419082108436885
76,0.4344565474330576,0.39504691811266646
77,0.390008641161401,0.4088234476034452
78,0.41440373466399927,0.4318953490987335
79,0.5020055248862697,0.4974512069482362
80,0.49653087323338174,0.46491646811519444
81,0.4957385063776903,0.5532359203135258
82,0.4091514624285091,0.4777569419028974
83,0.3545375002797192,0.4064359944593463
84,0.3813762083626051,0.41588205778120924
85,0.398769183157921,0.45145077909599113
86,0.4146920065913169,0.43808263230954325
87,0.48452128843303655,0.4611792336713168
88,0.4792821755038848,0.50025934940156
89,0.4547375982339311,0.4598760270529988
90,0.4657265381035215,0.5103010784914424
91,0.43611685198056166,0.520722573493142
92,0.3826491825377801,0.450706594652145
