Rep,Mu,Phi,Sigma2
1,0.4484908942044649,0.3030730990116493,0.1271531314426814
2,0.48077708960105836,0.4419009262885582,0.15213050331778719
3,0.42431904917179963,0.5785192545299803,0.11378393606256881
4,0.36666895981618836,0.4156316394840616,0.09234201049773252
5,0.5073994046564917,0.5183210389945643,0.16078131146923175
6,0.37902973549575164,0.26817738726991325,0.10270880601138144
7,0.38745191524422185,0.07362171183496974,0.09556661628828617
8,0.3673371680707237,0.47773391028321904,0.10289813907803858
9,0.34447399884836044,0.15954780338515506,0.11040676853626284
10,0.3519522206139192,0.3028367916873597,0.08106209017617635
11,0.30420849114977727,0.2151048845299126,0.0841695501614079
12,0.43100988199845003,0.6375514087547659,0.10369832004175925
13,0.42323851905397986,0.35356700727982004,0.11184192074350142
14,0.4160402452404668,0.4584102454892015,0.11085424724400214
15,0.532841261464867,0.8236078646063889,0.1535019007000773
16,0.41238335193181624,0.6017306414705013,0.10706364268661886
17,0.4154928430280631,0.3415153024267576,0.13164981462846945
18,0.3986189112290856,0.34760465467576196,0.14786722253482423
19,0.29705106326767916,0.14505368299215501,0.0932103539155401
20,0.3321701766709231,0.21293683488172196,0.09520168992954406
21,0.5844704883912573,0.7433417947987127,0.21839996717120702
22,0.3539669031858119,0.1706319107777058,0.06881017544301822
23,0.34890215017639437,0.3013275635549974,0.1156897932512962
24,0.4491328994384696,0.3533569985885908,0.16570952526490695
25,0.4158786345211598,0.6374028377508846,0.09870629700660763
26,0.3669705185108455,0.32176923310198907,0.12220103583857002
27,0.3932728801153763,0.48637555395834564,0.11935705840470345
28,0.40782724848130786,0.5398940926224897,0.1434439216008945
29,0.3770708714565052,0.44843973082508043,0.10146249881724446
30,0.4714793232291356,0.6160114486959286,0.16445983002969825
31,0.35113677517574954,0.2857830892942281,0.0727938936741596
32,0.3570401822772732,0.4933279429718383,0.1392693340436523
33,0.36301667386932535,0.36112891362307836,0.11774956922429937
34,0.44033066562298245,0.488987214815513,0.15108197131221598
35,0.3984462489002772,0.27341070420514857,0.09241420217841917
36,0.45421950850811865,0.6973202210149171,0.12930042634982833
37,0.33467687870611484,0.5185924012773763,0.09666676700433383
38,0.31416301611808195,0.22889083146053169,0.0770822121701789
39,0.4103231700553215,0.6119402647429888,0.14605892665954906
40,0.36624581971977366,0.458863355245941,0.10193500721620803
41,0.45355405551426087,0.39330453786606373,0.10835315509468132
42,0.3585845572276213,0.41943206283152357,0.1198749160120893
43,0.36023151965521094,0.45618101378814396,0.08650036068121417
44,0.5244339621887366,0.45042399301971314,0.1344042116803703
45,0.529636335889818,0.5795398435927119,0.16089198324880669
46,0.3716677867782244,0.4817594397121501,0.08530693882740513
47,0.46691962616287014,0.6839585185498426,0.11299132125751528
48,0.4901388010745029,0.4714751519657096,0.1427912693659828
49,0.4140999100271972,0.6969856961796314,0.1684783466079132
50,0.3089510483887557,0.3303030798730553,0.08790451525643458
51,0.4027439294701247,0.3493177137327808,0.10530892807372187
52,0.4510929230442372,0.22791538503100103,0.13146385754618675
53,0.3463605850289809,0.4783533518626357,0.07397111807147962
54,0.3851376558974175,0.20469034929593022,0.1050411824667656
55,0.5311712346010836,0.4325345853788993,0.11968091923679632
56,0.47328910411320524,0.4903453594742848,0.18458047038124883
57,0.43153296165272137,0.40705405664729666,0.1303429835077841
58,0.39942035615490906,0.3053656746893153,0.0987815992133162
59,0.3901287748228634,0.36737213073279035,0.08907749679346308
60,0.3693265641730801,0.4344778996301158,0.12294100243293964
61,0.3622927820487917,0.3258921967024351,0.10219790767610426
62,0.3883240250701846,0.37534421662488626,0.11373096158815027
63,0.4893383736271602,0.3957353509743647,0.18791958878191503
64,0.4873392440232828,0.6056236752207212,0.15947117986163156
65,0.4438775394530671,0.24626926059275836,0.1573244265248743
66,0.4106078601070033,0.43035673967580584,0.13381067590510692
67,0.41386002559475743,0.5170717486362837,0.10535334467772897
68,0.6158855848550934,0.7632969008599738,0.19632271746507635
69,0.397437935971447,0.36109352944511547,0.130658144581296
70,0.4602426807767074,0.21982367003719744,0.11386577943986537
71,0.3116313267312842,0.3876305548165284,0.062460803068259095
72,0.47799039486675954,0.47613622058324956,0.14401203087274211
73,0.5658964625709046,0.5612979256892032,0.21123686499607916
74,0.4155238427365333,0.27087349649377,0.12871843186923326
75,0.4028634560337718,0.3155392155729111,0.13859669702797173
76,0.3061366531463193,0.04511304201698431,0.08729688253548389
